Date,^GSPC,^RUT,^NDX
2020-09-14 00:00:00+00:00,3383.5400390625,1536.969970703125,11277.759765625
2020-09-15 00:00:00+00:00,3401.199951171875,1538.1500244140625,11438.8701171875
2020-09-16 00:00:00+00:00,3385.489990234375,1552.3299560546875,11247.599609375
2020-09-17 00:00:00+00:00,3357.010009765625,1542.5999755859375,11080.9501953125
2020-09-18 00:00:00+00:00,3319.469970703125,1536.780029296875,10936.98046875
2020-09-21 00:00:00+00:00,3281.06005859375,1485.25,10980.2197265625
2020-09-22 00:00:00+00:00,3315.570068359375,1496.9599609375,11186.3701171875
2020-09-23 00:00:00+00:00,3236.919921875,1451.4599609375,10833.330078125
2020-09-24 00:00:00+00:00,3246.590087890625,1451.8199462890625,10896.4697265625
2020-09-25 00:00:00+00:00,3298.4599609375,1474.9100341796875,11151.1298828125
2020-09-28 00:00:00+00:00,3351.60009765625,1510.3399658203125,11364.4501953125
2020-09-29 00:00:00+00:00,3335.469970703125,1504.72998046875,11322.9501953125
2020-09-30 00:00:00+00:00,3363.0,1507.68994140625,11418.0595703125
2020-10-01 00:00:00+00:00,3380.800048828125,1531.199951171875,11583.2001953125
2020-10-02 00:00:00+00:00,3348.419921875,1539.300048828125,11255.6904296875
2020-10-05 00:00:00+00:00,3408.60009765625,1581.9599609375,11509.0595703125
2020-10-06 00:00:00+00:00,3360.969970703125,1577.2900390625,11291.26953125
2020-10-07 00:00:00+00:00,3419.43994140625,1611.0400390625,11503.1904296875
2020-10-08 00:00:00+00:00,3446.830078125,1628.550048828125,11550.9404296875
2020-10-09 00:00:00+00:00,3477.139892578125,1637.550048828125,11725.849609375
2020-10-12 00:00:00+00:00,3534.219970703125,1649.050048828125,12088.1103515625
2020-10-13 00:00:00+00:00,3511.929931640625,1636.8499755859375,12083.169921875
2020-10-14 00:00:00+00:00,3488.669921875,1621.6500244140625,11985.3603515625
2020-10-15 00:00:00+00:00,3483.340087890625,1638.8800048828125,11898.5703125
2020-10-16 00:00:00+00:00,3483.81005859375,1633.81005859375,11852.169921875
2020-10-19 00:00:00+00:00,3426.919921875,1613.6300048828125,11634.349609375
2020-10-20 00:00:00+00:00,3443.1201171875,1617.7099609375,11677.83984375
2020-10-21 00:00:00+00:00,3435.56005859375,1603.780029296875,11665.3701171875
2020-10-22 00:00:00+00:00,3453.489990234375,1630.25,11662.91015625
2020-10-23 00:00:00+00:00,3465.389892578125,1640.5,11692.5703125
2020-10-26 00:00:00+00:00,3400.969970703125,1605.2099609375,11504.51953125
2020-10-27 00:00:00+00:00,3390.679931640625,1590.7099609375,11598.9501953125
